user_id,early_avg_recall,early_avg_delta,early_std_delta,early_avg_difficulty
u:gWbk,0.65,3.95,17.66493702,0.764583333
u:gWcj,0.958333333,0,0,0.894290199
u:gWdX,0.95,0,0,0.884448032
u:gWeD,0.85,0,0,0.90890723
u:gWer,0.95,23.7,105.9896221,0.919911806
u:gWfW,0.983333333,15.05,47.2367776,0.914403997
u:gWfj,0.558333333,9.15,40.92004399,0.935632499
u:gWgO,0.9,0,0,0.919199182
u:gWhd,0.7,0,0,0.880555556
u:gWiQ,0.7,0,0,0.858961969
u:gWjw,0.964285714,45.42857143,169.9781499,0.912707968
u:gWkB,1,0,0,0.9375
u:gWm,0.925824176,0,0,0.693181818
u:gWmp,0.9,0,0,0.881775599
u:gWou,0.9,0,0,0.884296218
u:gWpU,0.875,0,0,0.862078346
u:gWuK,0.9,0,0,0.845238095
u:gWw5,0.929166667,2548.2,11395.89684,0.882517151
u:gWyv,0.9,0,0,0.932531431
u:gX0j,0.85,31.1,139.0834282,0.897282609
u:gX0n,0.95,0,0,0.911382263
u:gX3e,0.931372549,0,0,0.935270754
u:gX3u,0.798245614,0,0,0.906549405
u:gX3y,1,18.15,81.16926758,0.858888889
u:gX6Z,1,103.45,318.4134147,0.960326087
u:gX8l,0.791666667,0,0,0.926077966
u:gXIH,1,2335.45,8390.669401,0.93
u:gXJL,0.75,0,0,0.860851967
u:gXLQ,0.803911565,152.5,570.6027515,0.800821995
u:gXMN,0.95,0,0,0.862021222
u:gXN0,1,0,0,0.898653846
u:gXN6,0.8,15.4,68.87089371,0.924333333
u:gXND,0.783333333,0,0,0.939325397
u:gXSV,0.75,0,0,0.909105263
u:gXSl,0.858333333,19.85,88.77189871,0.892922824
u:gXT5,0.833333333,0,0,0.947368421
u:gXUf,0.925,0,0,0.940652317
u:gXXY,0.908333333,198.45,630.2997178,0.868021709
u:gX_n,1,0,0,0.935194092
u:gXb4,1,0,0,0.97593985
u:gXcZ,0.86,0,0,1
u:gXce,0.85,0,0,0.899422799
u:gXdq,0.76875,0,0,0.944166667
u:gXf3,0.951190476,70.4,165.6265298,0.933481018
u:gXf8,0.783333333,8.85,39.5784032,0.901554266
u:gXh0,0.975,0,0,0.9175
u:gXhC,0.95,0,0,0.937899878
u:gXiC,0.928571429,0,0,0.80952381
u:gXim,0.89,11.6,51.87677708,0.867833463
u:gXk5,0.925,0,0,0.822010281
u:gXkk,0.875,0,0,0.870684524
u:gXlc,0.975,6.6,29.5160973,0.946509348
u:gXm5,1,0,0,0.92
u:gXm8,0.940476191,19.28571429,72.16053532,0.905782313
u:gXp4,0.95,0,0,0.973055556
u:gXrW,0.883333333,0,0,0.746547619
u:gXra,0.9625,18.95,59.05525958,0.969861111
u:gXry,0.770477736,0,0,0.963307553
u:gXsU,0.868421053,0,0,0.847094426
u:gXsf,0.825,0,0,0.934341085
u:gXxD,0.9,0,0,1
u:gXxE,0.809090909,0,0,0.895454545
u:gXyJ,0.85,0,0,0.936329365
u:gXyc,0.85,0,0,0.877436869
u:gXza,0.90625,0,0,0.895833333
u:gY1E,0.9,0,0,0.860663842
u:gY1S,0.858333333,0,0,0.889203761
u:gY2f,0.875641026,24.61538462,88.7520314,0.91924199
u:gY5w,0.807692308,108.4615385,336.5594587,0.927151456
u:gY7,0.966666667,8.3,37.11872843,0.943487395
u:gY8O,0.935454545,1095.9,4330.593176,0.800016672
u:gY9r,0.95,0,0,0.929974202
u:gYHx,1,0,0,0.916666667
u:gYHz,0.833333333,0,0,0.851738262
u:gYK4,1,0,0,1
u:gYLe,1,0,0,0.9275
u:gYM5,0.975,0,0,0.89147716
u:gYMR,0.95,7.35,32.87019927,0.897780848
u:gYM_,1,105.6923077,381.0790348,0.941361416
u:gYN6,0.95,0,0,0.959110195
u:gYR9,0.845833333,362.75,1622.267318,0.885128205
u:gYRm,1,0,0,0.955865929
u:gYS7,0.858333333,0,0,0.842990219
u:gYSQ,0.675,19.65,87.87747152,0.875312235
u:gYVF,0.9,0,0,0.948077006
u:gYVs,1,0,0,0.966666667
u:gYXF,1,0,0,0.913018419
u:gYYY,0.9,0,0,0.952111771
u:gYYx,0.975,0,0,0.884771825
u:gYbc,1,0,0,0.904861111
u:gYcD,0.875,2054.2,9186.661679,0.883630952
u:gYfd,0.825,12.05,37.42849323,0.862175926
u:gYfs,0.9,0,0,0.881683007
u:gYhC,0.981481482,18,76.36753237,0.99382716
u:gYiS,0.97875,756.25,2327.944833,0.923993479
u:gYiy,1,0,0,0.99375
u:gYkY,0.933333333,0,0,0.805395306
u:gYlG,0.925,1348,6003.536116,0.932857143
u:gYld,0.9375,2474.25,11065.18239,0.888667761
u:gYnS,0.7,895.1,3777.128635,0.970357143
u:gYoK,0.716666667,0,0,0.771546296
u:gYoV,0.945833333,16.25,72.67220927,0.942808123
u:gYoX,0.9,0,0,0.874393253
u:gYpv,1,26.85,120.0768504,0.905797448
u:gYq0,0.966666667,0,0,0.915961538
u:gYrE,0.675,7.1,21.97103356,0.805843659
u:gYrb,0.95,0,0,0.917122213
u:gYrk,0.9,38.4,171.7300207,0.872222222
u:gYtH,0.8,0,0,0.912352533
u:gYuC,0.95,0,0,0.883268209
u:gYvS,0.975,26.05,80.67509562,0.932262639
u:gYxR,0.9,0,0,0.922275758
u:gZ-6,0.906666667,394.35,1763.586814,0.932490866
u:gZ36,1,0,0,0.916666667
u:gZ46,0.813988095,0,0,0.922767857
u:gZ4k,0.8,12.5,55.90169944,0.966323199
u:gZ6G,1,0,0,0.9375
u:gZ6c,0.95,0,0,0.955652999
u:gZ90,0.925,0,0,0.887189006
u:gZ99,0.9,0,0,0.929761905
u:gZAU,0.833333333,0,,1
u:gZB1,1,0,0,1
u:gZBx,0.979591837,0,0,0.935714286
u:gZEO,0.908333333,1727,7723.378794,0.936981234
u:gZEr,1,21.3,65.62501128,0.963690476
u:gZH1,0.958333333,20.2,90.33714629,0.986407057
u:gZJc,0.8,0,0,0.933837024
u:gZO9,0.968253968,0,0,0.898639456
u:gZPo,1,0,0,0.989398148
u:gZQD,0.95,0,0,0.903241006
u:gZRH,0.958333333,0,0,0.945397548
u:gZRI,0.766666667,87.2,194.9851276,0.766666667
u:gZSq,0.825,0,0,0.933991731
u:gZVV,0.85,0,0,0.888351672
u:gZWF,1,0,0,0.923416917
u:gZXN,0.886363636,0,0,0.873526474
u:gZXj,1,0,0,0.893782633
u:gZZX,0.825,0,0,0.819827964
u:gZa-,1,0,0,0.917006816
u:gZaz,0.935185185,64.55555556,131.1765138,0.947831907
u:gZb4,0.925,0,0,0.857068744
u:gZbR,0.95,0,0,0.924317496
u:gZcy,0.85,0,0,0.931507835
u:gZda,0.881666667,71,249.4902171,0.815714286
u:gZel,0.92,22.75,70.25283287,0.916728445
u:gZf3,1,0,,1
u:gZfN,0.8,0,0,0.945859446
u:gZfi,0.921666667,0,0,0.816165414
u:gZhC,0.878571429,64.65,208.2701371,0.815512266
u:gZhT,0.883333333,26.5,118.5116028,0.962543939
u:gZiC,0.952380952,0,0,0.928571429
u:gZiQ,0.977777778,100.8666667,390.6549202,0.91496732
u:gZic,0.75,0,0,0.849444444
u:gZl1,0.723333333,186.7,805.5544086,0.907361111
u:gZlA,0.805208333,4405.25,17621,0.872321429
u:gZlH,0.725,4.35,19.4537914,0.763384463
u:gZn8,0.85,0,0,0.918855311
u:gZnO,0.955,113.95,325.5918457,0.928556951
u:gZnw,0.952380952,0,0,0.857142857
u:gZqP,0.714285714,8.142857143,21.54397496,0.968253968
u:gZqS,0.95,0,0,0.896595311
u:gZqZ,0.873888889,3891.35,16797.82363,0.866475335
u:gZqh,1,0,,1
u:gZtI,0.862301587,24.4,109.1201173,0.856069327
u:gZtQ,0.925,6.1,27.28002933,0.916624725
u:gZtu,1,0,0,0.928571429
u:gZu_,0.883333333,0,0,0.966153846
u:gZvs,0.825,0,0,0.811666667
u:gZxC,1,0,,0.964285714
u:gZxW,1,0,0,0.980289979
u:gZy,1,0,,0.928571429
u:g_0R,0.858333333,42,129.5274813,0.945833333
u:g_2R,0.85,0,0,0.908333333
u:g_3f,0.868421053,0,0,0.904843647
u:g_8B,0.7,12.05,31.09319607,0.879166667
u:g_AH,0.822916667,0,0,0.863068182
u:g_Ay,0.926666667,54.5,243.7314095,0.743333333
u:g_B1,0.925,0,0,0.901755945
u:g_BY,0.85,0,0,0.948214286
u:g_D9,0.8375,0,0,0.924545136
u:g_Db,1,0,0,0.958162879
u:g_Gi,0.983333333,0,0,0.926757917
u:g_HL,0.85,0,0,0.963980253
u:g_IA,0.666666667,0,,1
u:g_KM,1,0,0,0.897888194
u:g_KQ,0.85,0,0,0.882222222
u:g_LF,0.95,0,0,0.975814182
u:g_OK,0.908333333,0,0,0.912158883
u:g_OP,1,0,0,0.96872698
u:g_PS,0.975,0,0,0.904428295
u:g_RA,0.983333333,7.95,35.55348084,0.911666667
u:g_SP,0.819166667,0,0,0.863522589
u:g_Sf,0.875,0,0,0.89357211
u:g_Uj,0.908333333,0,0,0.889625939
u:g_WL,1,0,0,0.918370767
u:g_X7,0.880952381,16.28571429,60.93556316,0.868270618
u:g_XY,0.772222222,0,0,0.924920156
u:g_Zt,0.95,0,0,0.939723106
u:g__7,0.808333333,0,0,0.931538282
u:g___,0.9,0,0,0.957321035
u:g__o,0.895833333,131.2,328.3994038,0.9575
u:g_c1,0.975,0,0,0.875
u:g_cY,0.7,366,517.6021638,0.833333333
u:g_cm,0.9,26.05,81.83711357,0.905487013
u:g_ec,0.879166667,44.9,138.383487,0.93775068
u:g_eq,1,0,0,0.969230931
u:g_i5,0.825,33.5,149.8165545,0.879091657
u:g_iM,0.85,0,0,0.911151863
u:g_iQ,0.95,0,0,0.936103896
u:g_jJ,1,0,0,0.977152015
u:g_lB,0.9625,28.2,87.03997872,0.916190476
u:g_lK,0.925,0,0,0.919050394
u:g_lu,0.952380952,0,0,0.833333333
u:g_mR,0.970833333,0,0,0.935829448
u:g_oR,0.55,4.6,20.57182539,0.480879558
u:g_pD,1,0,0,0.913182512
u:g_pS,1,65.8,206.6771191,0.882757937
u:g_pb,1,0,,1
u:g_pm,0.8,0,0,0.939126777
u:g_rD,0.5,0,0,0.704268741
u:g_rW,0.875,0,0,0.941552588
u:g_rY,0.925,0,0,0.950560366
u:g_uP,0.75,0,0,0.895833333
u:g_uY,1,0,0,0.8975
u:g_vN,0.5,0,,1
u:g_vp,0.825,0,0,0.879832418
u:g_w5,0.925438597,2993.368421,12570.65001,0.893734336
u:g_w6,0.876190476,0,0,0.942857143
u:g_zM,0.975,0,0,0.876704545
u:ga01,0.873333333,41.65,186.2644625,0.917180834
u:ga1B,0.879166667,325.05,1310.631245,0.892815657
u:ga4t,1,10.35,46.28660713,0.916742424
u:ga7d,1,425.5,601.7478708,1
u:ga7n,1,0,0,0.940271245
u:ga9_,0.8,0,0,0.902686839
u:gaAl,0.851851852,0,0,1
u:gaB5,1,0,,1
u:gaGS,0.818181818,7.181818182,23.81939622,0.901515152
u:gaHB,0.6,5.4,24.14953416,0.805146199
u:gaKY,0.9,0,0,0.921234858
u:gaM9,1,0,0,0.851709402
u:gaRK,0.925,0,0,0.927897395
u:gaZl,0.821428571,0,0,0.887579088
u:gaa0,1,0,0,0.952380952
u:gaaQ,0.975,0,0,0.951570513
u:gaad,0.85,0,0,0.899443881
u:gabO,1,0,,1
u:gacd,0.9,0,0,0.981617647
u:gacp,0.841666667,0,0,0.870614316
u:gajE,0.975,0,0,0.959672172
u:gaja,0.791666667,9.666666667,41.01219331,0.778632049
u:gal9,0.775,4,17.88854382,0.818339947
u:gam0,1,8.6,26.66833328,0.9480728
u:gamF,0.994444444,1934,6442.509473,0.856525974
u:gamU,0.925,0,0,0.89344446
u:gar1,0.932142857,24.78571429,92.73965094,0.929761905
u:gasJ,1,0,0,0.799960071
u:gaxN,0.8,28.55,127.6794815,0.834880952
u:gb3_,0.964285714,28,104.7664068,0.970238095
u:gb4a,0.933333333,0,0,0.882089993
u:gb5Z,1,0,0,0.898043739
u:gbAL,0.9,0,0,0.9278663
u:gbAO,1,0,0,0.952083333
u:gbEE,0.908333333,0,0,0.931535895
u:gbFm,0.925,0,0,0.904108392
u:gbFv,1,0,0,1
u:gbGr,0.975,0,0,0.937082124
u:gbIV,0.857142857,0,0,0.65958077
u:gbKW,0.975,3222.35,14222.91101,0.861666667
u:gbNO,1,0,,1
u:gbNo,0.916666667,0,0,1
u:gbPR,0.958333333,29.4,91.1611644,0.9125
u:gbQB,0.75,0,0,0.861111111
u:gbQt,1,0,,0.846153846
u:gbWX,0.95,0,0,0.966666667
u:gba1,0.9,0,0,0.963165545
u:gbd0,1,0,0,0.925657676
u:gbdY,0.975,0,0,0.923915233
u:gbda,1,0,0,0.925833333
u:gbea,0.933333333,0,0,0.980138571
u:gbel,0.633333333,0,0,0.989732143
u:gbht,1,0,0,0.75
u:gbj3,0.925,0,0,0.956426768
u:gbkT,0.8,0,0,0.882012448
u:gblC,0.85,0,0,0.940468178
u:gblP,0.8875,0,0,0.780672513
u:gbmG,0.85,0,0,0.934337764
u:gboN,0.725,0,0,0.884949364
u:gboZ,0.925,0,0,0.922491051
u:gbop,1,0,0,0.953713184
u:gbvo,0.904761905,0,0,0.880952381
u:gbzH,0.666666667,0,,0.833333333
u:gc-v,0.933333333,349.25,1444.390342,0.9090624
u:gc1b,0.9875,0,0,0.987121212
u:gc3f,0.880952381,0,0,0.917857143
u:gc5W,0.9,0,0,0.906202905
u:gcDr,0.964285714,29.64285714,110.9134154,0.893452381
u:gcFV,1,134.75,602.6203199,0.942088569
u:gcHy,0.925,0,0,0.905926195
u:gcIj,0.942857143,0,0,0.928571429
u:gcJ6,0.979166667,22.5,90,0.818264752
u:gcKG,1,17.55,78.48598601,0.958783069
u:gcQQ,0.95,0,0,0.891733968
u:gcT5,0.95,0,0,0.879607739
u:gcTz,0.916666667,0,0,0.80531401
u:gcUx,1,0,0,0.994532828
u:gcVd,0.75,0,0,0.932261905
u:gcYK,0.95,0,0,0.912121212
u:gcbg,0.775,0,0,0.939243668
u:gcbo,0.811904762,0,0,0.653741497
u:gceE,0.875,0,0,0.894638189
u:gcf6,1,0,,0.5
u:gcgW,0.95,0,0,0.928125
u:gcid,0.782857143,0,0,0.920959971
u:gcim,0.85,0,0,0.964267122
u:gcp6,0.920833333,159.1,501.1979229,0.8925
u:gcpR,0.675,0,0,0.891190476
u:gcq2,0.9,0,0,0.918333333
u:gcsq,0.791666667,0,0,0.896496212
u:gcy6,0.895833333,48.45,152.1801132,0.885435897
u:gd-C,0.95,0,0,0.933117721
u:gd-L,0.901666667,78.5,245.7727877,0.89109127
u:gd2h,0.983333333,0,0,0.91472505
u:gd3N,1,0,0,0.977272727
u:gd46,0.95,0,0,0.912628988
u:gdB1,1,0,0,0.913169474
u:gdF5,0.875,0,0,0.933554606
u:gdKN,1,0,,0.5
u:gdOO,0.791666667,14.9,66.63482573,0.854065657
u:gdPp,0.4,10.95,29.59280674,0.752321429
u:gdRO,0.6625,6.75,21.00344583,0.821875
u:gdSj,0.858333333,0,0,0.888230939
u:gdVv,0.6,0,,1
u:gdXr,1,0,,1
u:gdbY,1,0,0,0.9096484
u:gdeh,0.908163265,0,0,0.857142857
u:gdnS,0.991666667,6.65,29.7397041,0.873398703
u:gdnw,0.9275,0,0,0.876666667
u:gdo6,0.875,0,0,0.892262058
u:gdqW,0.9,0,0,0.867794012
u:gdqi,1,0,0,0.983333333
u:gdr0,0.82324263,0,0,0.797278912
u:gdtR,0.8125,0,0,0.8125
u:gdxW,0.933333333,0,0,0.941071429
u:gdxX,0.906666667,1526,6824.479467,0.855691199
u:ge1v,0.858333333,0,0,0.84537537
u:geA1,0.858333333,0,0,0.812182018
u:geA9,0.825,0,0,0.904371735
u:geEq,0.931666667,62.5,223.3860242,0.912339127
u:geMw,0.775,955.65,4253.340251,0.929722222
u:geOa,0.95,0,0,0.882777778
u:geOq,0.96969697,0,0,0.952341598
u:gePo,0.85,0,0,0.936494739
u:gePw,0.961904762,70.42857143,263.5195845,0.878571429
u:gePx,0.875,0,0,0.830840668
u:geSU,0.9,0,0,0.839087553
u:geUI,0.828571429,69.15,221.1846752,0.853982268
u:gef8,0.928571429,0,0,0.933577534
u:gehI,0.9175,17.7,55.03310009,0.897213556
u:gepD,0.975,0,0,0.95098126
u:geu-,1,92.16666667,370.5938398,0.968708773
u:geyl,0.916666667,60.61538462,218.5518773,0.923076923
u:gf0d,0.9125,8.7,38.90758281,0.883417899
u:gf0g,0.925,0,0,0.874218026
u:gf6H,0.964285714,0,0,0.916666667
u:gfBV,0.825,0,0,0.918970238
u:gfC2,0.918181818,688.8181818,2284.551458,0.877731384
u:gfD8,0.95,0,0,0.833333333
u:gfKW,1,0,0,0.985218254
u:gfKq,0.833333333,0,0,0.952380952
u:gfLY,0.916666667,0,0,0.83218254
u:gfLo,0.975,0,0,0.920349864
u:gfM4,0.95,0,0,0.922194332
u:gfPG,0.9,0,0,0.85827381
u:gfQ9,0.9,17.85,79.8276268,0.739013952
u:gfW7,0.958333333,73.25,274.1073311,0.922927983
u:gfXy,1,0,0,0.949180255
u:gfcV,0.9,0,0,0.876387781
u:gfca,0.666666667,0,,1
u:gfcj,0.95,0,0,0.954794016
u:gfgX,0.925925926,164.1111111,492.3333333,0.787037037
u:gfhF,1,0,0,0.84238345
u:gfhl,0.825,0,0,0.965858718
u:gfl_,0.8,2066.05,9239.65649,0.8875
u:gfnM,0.75,0,,1
u:gfqI,1,0,0,1
u:gfqO,0.891666667,10.3,46.06300034,0.897499846
u:gfrI,0.75,0,,0.75
u:gfsf,0.916666667,0,0,0.942320261
u:gftE,0.85,0,0,0.951335051
u:gftI,0.85,0,0,0.951434729
u:gftT,0.85,0,0,0.876147281
u:gfym,0.9,0,0,0.916006944
u:gg-h,0.95,12.55,56.12530624,0.93375
u:gg1U,1,0,0,0.888333333
u:gg46,1,0,0,0.939884046
u:gg4J,0.913690476,167.15,702.9691372,0.83763638
u:gg4Q,0.95,35.35,158.090006,0.88235589
u:gg6h,0.85,0,0,0.924974192
u:gg7G,0.864285714,0,0,0.833333333
u:ggCr,0.75,3.75,16.77050983,0.804325397
u:ggFK,0.9,0,0,0.903409091
u:ggHN,0.944166667,0,0,0.94537319
u:ggQV,0.688333333,6.45,28.84527691,0.836623377
u:ggS1,0.875,0,0,0.89766129
u:ggSX,0.95,0,0,0.923401247
u:ggTc,0.9,0,0,0.933446595
u:ggU9,0.925,0,0,0.938845112
u:ggYG,0.85,0,0,0.851427589
u:ggYm,1,0,0,0.958333333
u:ggcN,0.954166667,92.2,370.2580324,0.870790043
u:ggdF,1,0,0,0.944315476
u:ggfX,1,0,0,0.903333333
u:ggff,0.775,0,0,0.912906364
u:gghi,1,0,0,0.980357143
u:ggj1,1,0,,1
u:gglO,0.5,0,,1
u:ggmJ,1,0,0,0.95922619
u:ggpD,0.875,0,0,0.902380952
u:ggpg,0.952380952,0,0,0.88474026
u:ggqo,0.958333333,0,0,0.926452522
u:ggr3,0.975,12.05,53.88923826,0.937388262
u:ggtq,1,0,,1
u:gguI,1,0,0,0.965566978
u:ggxu,0.885833333,3446.25,15336.24182,0.861190476
u:ggzN,0.666666667,0,,1
u:gh0T,1,0,0,0.928922311
u:gh7S,0.725,74.1,300.2765217,0.883418367
u:gh7v,0.9,0,0,0.925396825
u:ghA4,0.9,13.75,61.49186938,0.879173946
u:ghBI,0.911706349,39.28571429,146.9936831,0.850155469
u:ghEV,0.9,0,0,0.87308728
u:ghF4,0.95,0,0,0.970824315
u:ghF5,0.975,0,0,0.907283689
u:ghHR,1,0,0,0.9
u:ghIV,0.9,0,0,0.890031782
u:ghKS,0.8,22.2,99.2814182,0.955208333
u:ghPf,0.85,0,0,0.931254951
u:ghQI,1,0,0,0.951468254
u:ghWi,0.65,0,0,0.918611111
u:ghWj,1,24.55,109.7909377,0.915476399
u:ghZB,0.944444444,0,0,0.905962257
u:ghc5,0.95,0,0,0.946471061
u:ghdS,0.9,0,0,0.90916202
u:gheH,0.9125,8.65,27.60677834,0.820315932
u:ghiY,0.866666667,0,0,0.972592593
u:ghl-,0.975,1538.35,6779.178861,0.948735491
u:ghlZ,0.916666667,38.7,135.3343229,0.901826646
u:ghn3,1,0,0,0.886824112
u:ghpr,0.975,0,0,0.92
u:ghrD,0.85,0,0,0.868508403
u:ght7,1,0,,1
u:ghuJ,0.923076923,0,0,1
u:ghvB,0.7375,0,0,0.955043599
u:ghxP,0.941666667,979.45,3844.612697,0.930056826
u:ghyn,0.85,0,0,0.894649578
u:gi-C,0.975,0,0,0.96508767
u:gi8Y,1,0,0,0.91265851
u:gi9S,0.952380952,0,0,0.857142857
u:gi9Y,0.858333333,0,0,0.89172123
u:giC_,0.908333333,0,0,0.916666667
u:giDa,1,0,0,0.973240138
u:giG0,0.95,0,0,0.956944444
u:giKm,0.9,59.55,266.3156961,0.87789987
u:giKq,0.953263889,2847.55,12472.13247,0.918044198
u:giMa,1,0,0,0.921109307
u:giMt,0.914705882,0,0,0.859803922
u:giT5,0.8,0,0,0.96473604
u:giTX,0.910714286,13.57142857,50.77963596,0.766496599
u:giTm,0.875,0,0,0.944288645
u:gic6,0.900793651,0,0,0.906448413
u:gieM,1,0,0,0.867067308
u:gieS,0.925,0,0,0.891844729
u:giiS,0.939814815,0,0,0.944444444
u:giie,0.93452381,57.78571429,216.2143447,0.931972789
u:giku,0.954166667,2450.85,10708.58395,0.952756133
u:gioU,0.741666667,0,0,0.978541667
u:giqj,0.945833333,2606.45,11618.52959,0.9325
u:giuB,0.6,5.15,23.03150017,0.712651786
u:gizp,0.9,302.8,1354.162767,0.90843133
u:gj-X,0.975,0,0,0.935961269
u:gj-l,1,0,0,0.831666667
u:gj0Z,0.9,0,0,0.861148157
u:gj0h,0.833333333,0,,1
u:gj6s,0.875,0,0,0.836474567
u:gj95,0.9,0,0,0.864305556
u:gj97,0.85,0,0,0.831547619
u:gjD0,0.85,0,0,0.871247412
u:gjFQ,0.98125,526.5,2354.57958,0.961708611
u:gjJk,0.69047619,315.2857143,834.1675919,0.615800866
u:gjKm,1,0,0,0.958806765
u:gjLO,0.75,0,0,0.947745098
u:gjMm,0.882352941,0,0,0.911764706
u:gjQ1,1,16.14285714,42.70998545,0.880952381
u:gjUz,0.983333333,142.65,457.8913081,0.960634921
u:gjW5,0.825,11.15,49.8643159,0.922392413
u:gjXm,1,0,,0.333333333
u:gj_C,0.85,0,0,0.925138889
u:gj_u,0.825,0,0,0.899989124
u:gjbM,0.85,25.4,98.37377699,0.897379435
u:gjd3,0.922619048,41.21428571,154.2097366,0.922167317
u:gjdz,0.916666667,0,0,0.869047619
u:gjfw,1,0,0,0.961835593
u:gjh2,0.925,0,0,0.929251538
u:gjhc,0.966666667,7.9,35.32987404,0.947082039
u:gjmL,1,5.05,22.58428657,1
u:gjn2,1,0,,1
u:gjpE,0.85,1874.75,8384.136882,0.937465139
u:gjs8,0.8875,10.7,47.85185472,0.956552825
u:gjtL,1,59.94736842,179.7654254,0.908191474
u:gjya,0.954166667,0,0,0.844481273
u:gk0W,0.74,192.85,670.1078684,0.854493378
u:gk9x,0.766666667,0,0,0.9875
u:gkCl,0.625,0,,0.833333333
u:gkDB,1,0,,1
u:gkDm,0.862820513,3565.230769,12854.62235,0.824542125
u:gkHE,0.966666667,0,0,0.884730858
u:gkHa,0.9,0,0,0.959115769
u:gkJG,0.9,0,0,0.925119048
u:gkKm,0.897857143,46.9,145.4940404,0.8925
u:gkN6,1,0,0,0.928906926
u:gkO6,1,0,0,0.820357143
u:gkOJ,0.775,10.3,46.06300034,0.844517679
u:gkQp,0.85,4.4,19.6773982,0.744195076
u:gkRW,1,1103.666667,1742.111458,0.939814815
u:gkTN,0.85,0,0,0.923134921
u:gkTc,0.966666667,0,0,1
u:gkUq,0.841666667,0,0,0.868295527
u:gkYd,0.783333333,0,0,0.93081686
u:gkb5,0.925,0,0,0.859976657
u:gkcJ,0.85,0,0,0.941246212
u:gkcO,1,0,,1
u:gkhX,0.841666667,0,0,0.72202381
u:gkiy,1,0,0,0.900839054
u:gkkX,0.875,113.4,507.1402173,0.956845548
u:gklV,0.9,20.15,78.53545964,0.790929027
u:gkmp,0.975,0,0,0.966987179
u:gkoD,0.8,0,0,0.954166667
u:gkoK,0.9,0,0,0.878690476
u:gkoh,0.95,0,0,0.948333333
u:gkok,0.95,0,0,0.845297619
u:gkol,0.9,0,0,0.932440476
u:gkom,0.95,0,0,0.945846702
u:gktu,0.865,0,0,0.883247605
u:gkvy,0.95,0,0,0.909433581
u:gkxi,0.883333333,195.6,660.9842263,0.900833333
u:gkyy,0.9,0,0,0.964073593
u:gl1E,0.8,0,0,0.921939072
u:gl2W,0.925,0,0,0.905237728
u:gl3U,1,0,0,0.922168831
u:gl7h,0.8,0,0,0.838510025
u:gl8t,0.9,0,0,0.825795455
u:gl97,0.808333333,271.05,869.1727147,0.953720657
u:glAZ,1,0,0,0.89781746
u:glAc,0.95,15.6,69.7653209,0.911148649
u:glLk,0.875,0,0,0.898351371
u:glNf,0.9,0,0,0.925083333
u:glS-,0.833333333,0,0,1
u:glTy,1,0,0,1
u:glU,0.416666667,0,0,0.795159132
u:glUM,0.95,3.25,14.53444185,0.81809159
u:glWM,0.95,0,0,0.834754222
u:glb8,1,89.85,280.0248626,0.964368544
u:glbt,0.95,0,0,0.967501323
u:gldO,0.987012987,64.28571429,240.5351177,0.908848442
u:gldr,0.95,0,0,0.905700312
u:glgH,1,0,0,0.753376906
u:gliN,0.85,12.2,54.56005865,0.811763262
u:glnY,0.952380952,0,0,0.842857143
u:glqF,0.9,9.5,42.48529157,0.929160058
u:glsk,1,0,0,0.928571429
u:glx0,0.95,0,0,0.82481011
u:gm3B,1,0,0,0.953703704
u:gm4H,1,0,0,0.947388679
u:gm4_,0.85,0,0,0.926374459
u:gm7Y,0.9625,303.3,1356.398835,0.974186141
u:gmCQ,0.933333333,0,0,0.912976843
u:gmG7,1,0,0,0.924751727
u:gmHl,0.65,0,0,0.921635244
u:gmMn,0.908333333,29.1,89.63898353,0.871269841
u:gmRV,0.75,0,0,0.888840939
u:gmS9,0.960357143,2161.3,9567.249234,0.924148074
u:gmSO,0.45,7.55,33.76462646,0.804552194
u:gma8,0.8,0,0,0.875954095
u:gmaS,1,0,0,0.945467326
u:gmb4,0.95,9.7,30.4857171,0.949446229
u:gmbK,0.883333333,0,0,0.869671907
u:gmfQ,0.85,0,0,0.855130659
u:gmj2,1,91.66666667,224.5365598,1
u:gmjU,0.870833333,14.15,63.28072376,0.918514572
u:gmkP,1,0,0,0.937619048
u:gml7,0.95,0,0,0.937808248
u:gmoI,0.924242424,6.818181818,22.61335084,0.921587134
u:gmpM,0.95,0,0,0.794148681
u:gmrU,0.958333333,93.2,295.1462795,0.9875
u:gmrn,1,0,0,1
u:gmrr,0.7725,32.45,100.5042419,0.852522363
u:gn0x,0.933333333,995.3,4280.12982,0.856666667
u:gn9_,1,0,0,1
u:gnCA,0.972222222,4669,14007,0.888888889
u:gnEI,1,0,0,0.88364925
u:gnG7,1,0,0,0.899566625
u:gnGA,0.9,0,0,0.894744495
u:gnGk,1,0,0,0.948365721
u:gnJk,0.895833333,1076.5,3729.105389,0.877006281
u:gnMd,1,0,0,0.966390056
u:gnMo,0.914444444,133.4666667,355.4226592,0.861972355
u:gnOO,0.975,0,0,0.952130273
u:gnQ3,0.925,0,0,0.897215608
u:gnSw,0.958333333,0,0,0.923686869
u:gnTC,0.954545455,0,0,0.742424242
u:gnTa,1,3599.6,14321.86236,0.977777778
u:gnXx,1,0,0,0.98140301
u:gnYg,0.983333333,10.85,48.52267511,0.925279781
u:gn_,0.857142857,0,,1
u:gncZ,0.928571429,70.85714286,265.123152,0.892857143
